nomem_encr;cv22n_m1;cv22n_m2;cv22n_m3;cv22n160;cv22n242;cv22n001;cv22n002;cv22n003;cv22n166;cv22n006;cv22n167;cv22n168;cv22n008;cv22n009;cv22n010;cv22n011;cv22n012;cv22n013;cv22n014;cv22n015;cv22n016;cv22n017;cv22n018;cv22n019;cv22n020;cv22n021;cv22n022;cv22n023;cv22n024;cv22n025;cv22n026;cv22n027;cv22n028;cv22n029;cv22n030;cv22n031;cv22n032;cv22n033;cv22n034;cv22n035;cv22n036;cv22n037;cv22n038;cv22n039;cv22n040;cv22n041;cv22n042;cv22n043;cv22n044;cv22n045;cv22n046;cv22n047;cv22n048;cv22n049;cv22n050;cv22n051;cv22n052;cv22n053;cv22n307;cv22n208;cv22n243;cv22n308;cv22n210;cv22n245;cv22n246;cv22n251;cv22n248;cv22n250;cv22n249;cv22n247;cv22n253;cv22n304;cv22n255;cv22n252;cv22n321;cv22n322;cv22n254;cv22n257;cv22n256;cv22n323;cv22n324;cv22n260;cv22n259;cv22n261;cv22n262;cv22n263;cv22n065;cv22n066;cv22n067;cv22n068;cv22n069;cv22n070;cv22n071;cv22n072;cv22n073;cv22n075;cv22n211;cv22n216;cv22n213;cv22n215;cv22n214;cv22n212;cv22n218;cv22n305;cv22n220;cv22n217;cv22n325;cv22n326;cv22n219;cv22n264;cv22n221;cv22n327;cv22n328;cv22n222;cv22n318;cv22n224;cv22n317;cv22n225;cv22n329;cv22n240;cv22n306;cv22n315;cv22n267;cv22n331;cv22n332;cv22n230;cv22n320;cv22n330;cv22n333;cv22n334;cv22n199;cv22n309;cv22n234;cv22n205;cv22n200;cv22n310;cv22n236;cv22n098;cv22n311;cv22n238;cv22n101;cv22n102;cv22n103;cv22n104;cv22n105;cv22n106;cv22n107;cv22n108;cv22n109;cv22n110;cv22n111;cv22n112;cv22n113;cv22n114;cv22n115;cv22n116;cv22n117;cv22n118;cv22n119;cv22n120;cv22n121;cv22n122;cv22n123;cv22n124;cv22n125;cv22n126;cv22n127;cv22n128;cv22n129;cv22n130;cv22n131;cv22n132;cv22n133;cv22n134;cv22n139;cv22n140;cv22n141;cv22n142;cv22n143;cv22n144;cv22n145;cv22n146;cv22n147;cv22n148;cv22n151;cv22n152;cv22n153;cv22n154;cv22n274;cv22n275;cv22n276;cv22n277;cv22n278;cv22n289;cv22n290;cv22n291;cv22n292;cv22n279;cv22n280;cv22n281;cv22n282;cv22n283;cv22n293;cv22n294;cv22n295;cv22n296;cv22n284;cv22n285;cv22n286;cv22n287;cv22n288;cv22n297;cv22n298;cv22n299;cv22n300;cv22n301;cv22n302;cv22n303
855889;202112;202201;202202;25;2;4;0;0;0;1;0; ;2; ;2; ;2;7;7;8;8;7;7;7;5;4;9;9;9;6;5;7;5;4;8;7;8;7;8;4;7;3;2;8;6;7;8;6;8;7;7;2;2;2;2;1;2;1;1; ;100; ; ; ;90;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;8;6;5;7;6;6;4;4;4;4;4;-9;-9;5;7;-9;-9;8;6;4;5;6;5;3;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;1;1; ;2; ; ;5;4;3;3;3;1;4;3;4;2;2;2;2;2;2;4;2;2;3;2;2;2;2;3;2;5;5;4;4;5;2;2;4;3;4;4;4;2;1;1;1;1;4;4;2;1;1;1;3;5;3;3;3;2021-12-20;13:17:40;2021-12-20;13:20:04;2;2;2;2;2;2022-01-18;09:20:54;2022-01-18;09:23:45;3;3;3;3;3;2022-02-08;20:57:49;2022-02-22;16:18:51;144;171;1192862
855899;202112;202201;202202;44;1;3;0;1;0;0;0; ;2;2;2;2;2;6;6;8;8;6;6;6;6;4;7;8;8;8;6;8;9;6;6;6;7;8;6;6;7;7;5;7;8;7;7;6;7;8;6;2;2;2;2;1;1;1;11; ;100;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;2;2;7;3;4;2;0;2;9;5;4;10;2;2;6;2;7;2;2;6;3;3;4;0;2;7;3;2;10;4;2;5;2;1;11; ;1; ; ; ;2; ; ;8;1;4;3;4;4;1;3;2;4;4;2;4;3;2;4;4;3;4;2;2;2;4;1;5;1;1;1;2;2;3;2;4;2;4;4;4;3;2;2;2;2;2;2;4;2;2;2;3;4;3;4;3;2021-12-11;09:46:13;2021-12-11;09:50:09;3;3;3;3;3;2022-01-05;21:25:19;2022-01-05;21:29:13;3;4;4;4;4;2022-02-09;18:52:10;2022-02-09;18:57:07;236;234;297
855929;202112;202201;202202;71;1;2;1;0;1;0;0; ;1;4;1;4;1;5;6;7;7;6;6;5;6;7;7;6;7;7;6;7;7;6;5;6;7;7;6;6;5;6;7;7;6;7;7;6;7;7;6;1;1;1;2;2;1;1;10; ;100;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;7;3;7;7;7;6;1;6;6;3;3;5;1;7;5;4;5;6;5;5;7;6;6;1;5;6;5;3;5;1;5;5;3;2; ; ; ;1;10; ;2; ; ;4;3;5;3;5;3;4;1;4;4;3;3;3;4;4;4;4;3;4;3;3;3;3;3;3;3;4;4;4;4;3;3;4;3;4;4;3;2;3;3;2;2;5;3;3;1;3;1;1;5;5;5;5;2021-12-06;18:42:56;2021-12-06;18:46:37;1;5;5;5;5;2022-01-03;15:25:13;2022-01-03;15:28:47;1;5;5;5;5;2022-02-09;14:41:02;2022-02-09;14:48:37;221;214;455
855963;202112;202201;202202;52;1;4;0;1;1;0;0; ;1;3;1;3;1;7;6;9;9;6;6;6;8;5;8;8;9;9;6;8;8;7;7;6;9;9;6;6;6;7;5;8;8;9;9;6;8;8;6;1;1;1;2;1;1;1;4; ;100;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;8;0;6;6;7;6;0;6;6;-9;-9;6;5;6;6;-9;6;6;0;6;7;7;7;1;7;6;-9;-9;6;5;-9;6;5;1;4; ;2; ; ; ;2; ; ;5;5;4;2;2;1;4;3;5;1;1;3;2;4;4;5;4;3;5;2;3;5;2;1;1;4;5;2;4;5;3;2;5;4;5;4;4;4;2;1;1;1;2;1;3;2;4;1;1;5;4;4;5;2021-12-06;19:22:28;2021-12-06;19:25:09;1;5;3;5;5;2022-01-04;03:53:26;2022-01-04;03:57:06;1;5;3;5;5;2022-02-21;20:48:45;2022-02-21;20:52:11;161;220;206
855981;202112;202201;202202;82;2;3;1;0;1;0;0; ;2;2;3;2;2;5;6;4;6;5;6;5;4;5;5;7;7;6;5;6;8;6;5;4;5;6;5;4;5;4;7;5;7;6;5;7;5;7;7;1;1;1;2;2;1;1;2; ;100; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;0;0;2;1;0;0;0;0;0;5;2;0;0;0;0;10;2;0;0;5;4;2;2;0;3;0;5;4;6;5;0;4;6;0;2; ; ; ;2; ; ;2; ; ;5;2;3;5;3;3;1;2;4;3;4;3;2;4;4;3;4;2;3;4;4;3;4;3;4;3;3;4;4;3;3;2;3;3;3;4;3;3;2;2;2;1;4;3;3;2;3;2;4;3;3;3;4;2021-12-10;17:03:00;2021-12-10;17:09:02;1;5;2;2;3;2022-01-12;12:40:14;2022-01-12;12:53:57;3;3;2;3;3;2022-02-08;13:24:40;2022-02-08;13:33:35;362;823;535
855984;202112;202201;202202;62;2;2;1;1;0;0;0; ;1;2;1;2;2;2;2;5;7;2;1;0;3;6;7;5;7;7;5;4;7;7;1;1;5;7;1;1;0;4;6;7;5;7;7;5;2;7;7;1;1;1;1;1;2;1;2; ;100; ; ; ; ; ;70; ; ; ; ; ; ; ; ;20; ; ; ; ; ;10; ;0;0; ;0;0;0;0;0;0;1;0;0; ;4;0;8;4;5;4;1;0;3;2;0;6;2;0;4;5;0;5;0;8;6;7;4;1;1;3;4;1;7;3;1;3;6;0;1;2; ;2; ; ; ;2; ; ;9;5;3;5;5;1;2;3;3;5;3;3;2;3;3;1;2;1;2;5;2;1;5;3;3;2;4;4;5;5;1;1;1;1;3;4;3;3;3;3;2;1;5;2;5;2;2;2;1;5;3;4;4;2021-12-19;10:07:29;2021-12-19;10:11:02;1;5;3;3;4;2022-01-24;16:19:40;2022-01-24;16:26:44;1;5;4;4;4;2022-02-21;14:23:34;2022-02-21;14:30:32;213;424;418
856005;202112;202201;-9;90;2;3;1;0;1;0;0; ;1;4;1;4;2;6;6;8;8;4;5;7;7;8;7;8;9;9;7;7;7;-9;5;7;8;8;5;5;7;7;8;8;8;9;9;8;8;8;-9;1;1;1;2;2;1;1;3; ;100; ; ; ; ; ; ;80; ; ; ; ; ;15; ; ;5; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;4;4;0;8;4;5;5;0;6;7;4;5;6;0;3;4;2;6;7;0;7;3;5;6;0;5;8;-9;-9;7;2;5;-9;2;1;3; ;2; ; ; ;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;5;3;3;2021-12-07;12:00:49;2021-12-07;12:10:30;2;5;4;3;3;2022-01-14;11:49:07;2022-01-14;12:02:59; ; ; ; ; ; ; ; ; ;581;832; 
856018;202112;-9;202203;-9;-9;1;1;0;1;0;0; ;2;2;3;2;2;1;3;7;7;4;3;4;4;1;8;8;8;8;7;7;9;4;0;2;3;3;0;1;3;3;2;-9;7;8;9;6;4;-9;5;2;1;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2;3;3;4;1;5;1;1;3;1;3;3;5;4;3;4;3;3;5;4;2;1;5;5;5;3;3;3;2;1;1;4;3;4;1;2;2;1;1;3;3;1;1;1;1;2;4;3;2;2;2021-12-20;15:09:54;2021-12-20;15:15:15; ; ; ; ; ; ; ; ; ;2;4;3;3;3;2022-03-29;17:09:22;2022-03-29;17:18:26;321; ;544
856054;202112;202201;202202;47;1;2;1;1;0;0;0; ;2;2;1;2;2;4;7;6;6;5;5;5;7;5;-9;8;8;8;7;6;8;8;3;6;6;6;6;5;5;7;5;-9;9;9;9;-9;6;9;9;2;2;2;2;2;2;1;5; ;85;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;2;7;0;5;7;7;7;0;7;6;-9;1;0;-9;-9;4;9;5;7;0;6;7;7;7;0;7;7;7;-9;2;5;-9;3;8;2; ; ; ;2; ; ;2; ; ;1;5;4;3;-9;3;2;1;5;1;1;3;1;3;3;3;4;3;4;2;4;3;3;1;1;5;5;3;3;5;3;3;3;3;3;3;3;2;1;1;1;1;5;1;1;1;1;1;4;5;3;3;3;2021-12-19;10:16:24;2021-12-19;10:19:10;2;5;5;5;5;2022-01-19;10:08:16;2022-01-19;10:10:57;3;5;4;5;5;2022-02-15;09:48:50;2022-02-15;09:52:08;166;161;198
856072;202112;202201;202202;61;1;4;1;1;1;0;0; ;1;3;1;3;1;7;7;7;7;6;6;6;6;5;6;7;7;8;7;7;7;6;7;7;7;7;6;6;5;6;5;6;7;8;8;7;7;7;7;2;2;2;2;1;2;1;4; ;99;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;7;1;6;3;4;5;0;5;5;6;3;3;0;2;1;0;7;6;1;5;3;4;5;0;3;6;6;4;4;1;2;1;0;2; ; ; ;2; ; ;2; ; ;6;5;4;3;3;1;4;2;4;2;1;3;1;3;3;3;4;2;4;3;2;4;4;3;2;3;4;3;4;4;3;2;2;2;3;3;2;2;1;1;1;1;2;2;2;1;1;1;4;3;3;4;3;2021-12-28;14:40:28;2021-12-28;14:46:02;2;4;3;4;4;2022-01-25;14:18:57;2022-01-25;14:23:55;2;4;3;4;4;2022-02-26;12:09:44;2022-02-26;12:16:13;334;298;389
856076;202112;202201;202202;67;2;3;1;1;1;0;0; ;1;4;1;4;1;5;2;3;7;2;4;3;3;5;8;6;8;8;8;8;8;7;7;4;5;9;5;3;2;3;2;8;6;8;7;8;8;8;7;1;1;1;1;1;2;1;3; ;100; ; ; ;50; ; ;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;1;1;0;0;0;0;0; ;8;4;2;8;0;1;1;1;0;4;4;7;5;0;1;2;0;9;4;0;7;1;1;0;0;0;6;6;6;4;3;5;4;0;1;1; ;2; ; ; ;2; ; ;6;4;2;4;4;1;2;4;3;3;4;4;2;4;4;4;4;2;4;3;2;4;4;4;3;2;4;4;4;2;4;4;3;4;4;4;4;4;2;2;1;1;2;2;3;1;3;2;3;4;3;5;5;2021-12-06;16:00:42;2021-12-06;16:13:56;1;5;3;5;5;2022-01-03;16:22:17;2022-01-03;16:36:19;2;5;3;5;5;2022-02-07;20:17:33;2022-02-08;16:11:58;794;842;71665
856079;202112;202201;202202;76;2;2;1;1;1;0;0; ;1;4;1;4;1;5;4;7;7;6;5;6;6;3;6;6;7;7;7;7;7;7;5;5;6;6;4;4;5;4;2;6;6;7;7;7;7;7;7;2;1;2;1;2;1;1;4; ;100; ; ; ; ; ; ; ; ;20; ; ; ; ;80; ; ; ; ; ; ; ; ;0;0; ;0;0;1;0;1;0;0;0;0; ;5;7;1;6;6;7;6;0;5;6;7;6;5;3;4;5;5;8;8;5;6;7;7;7;0;5;7;7;6;6;5;5;5;6;1;4; ;3; ; ; ;2; ; ;4;5;5;3;1;1;3;4;3;4;4;4;2;4;4;4;4;3;5;3;3;4;3;2;2;3;4;4;4;4;2;2;3;1;4;4;3;2;3;3;2;1;3;4;3;1;1;1;3;4;4;5;5;2021-12-26;14:05:52;2021-12-26;14:11:28;1;5;4;4;4;2022-01-21;13:44:17;2022-01-21;13:53:24;1;4;4;5;5;2022-02-26;17:47:34;2022-02-26;17:58:44;336;547;670
856082;202201;202201;-9;38;2;2;1;0;0;0;0; ;2;2;2;1;2;4;4;6;4;4;4;5;5;4;6;6;5;7;5;5;7;6;4;4;5;6;4;4;5;5;4;6;6;5;7;4;4;7;6;1;1;1;1;1;2;2; ; ;0; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;-9;-9;-9;5;3;-9;-9;-9;-9;-9;6;-9;-9;5;2; ; ; ;2; ; ;2; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;1;1;2022-01-16;09:51:24;2022-01-16;09:56:48;3;3;3;3;3;2022-01-16;10:05:31;2022-01-25;14:12:09; ; ; ; ; ; ; ; ; ;324;792398; 
856093;202201;202201;202202;24;2;4;1;1;0;0;0; ;2;1;3;1;3;5;5;5;5;5;5;5;5;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5;5;5;5;5;5;5;5;1;1;1;2;1;2;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;3;5;1;-9;3;4;1;5;3;3;4;1;4;4;5;5;3;4;3;3;5;1;3;4;3;3;5;3;4;4;4;5;3;3;1;4;3;3;2;2;1;6;5;3;1;1;1;1;5;1;1;3;2022-01-18;22:52:06;2022-01-18;23:00:41;5;3;1;1;1;2022-01-18;22:49:56;2022-01-18;22:52:03;3;1;4;5;5;2022-02-12;00:07:50;2022-02-21;14:08:44;515;127;828054
856106;-9;202202;202202;67;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;6;0;5;7;7;6;0;1;5;-9;-9;-9;-9;4;4;-9;7;6;0;8;4;7;5;0;-9;-9;-9;-9;5;-9;5;6;1;2; ; ; ;2; ; ;2; ; ;2;4;4;3;-9;1;4;3;5;2;2;4;2;4;3;5;3;2;4;3;3;2;2;2;1;4;5;4;5;5;3;1;5;3;4;5;4;2;2;2;2;1;5;2;3;1;1;1; ; ; ; ; ; ; ; ; ;5;5;5;5;2;2022-02-21;13:03:51;2022-02-21;13:08:16;1;5;1;3;4;2022-02-21;12:01:09;2022-02-21;12:09:00; ;265;471
856108;202112;202201;202203;21;2;4;0;1;0;0;0; ;2;1;2;4;1;8;8;8;6;5;7;9;9;4;-9;9;8;9;8;9;9;9;8;8;8;7;6;6;8;8;4;8;9;8;9;9;8;8;8;1;1;2;1;1;2;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;-9;-9;-9;-9;-9;-9;7;-9;-9;-9;-9;-9;-9;-9;5;-9;-9;6;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;1;5; ;2; ; ;2;5;4;2;2;3;1;2;4;3;2;5;1;5;5;5;5;5;5;1;3;4;1;2;3;3;5;4;3;3;4;4;3;3;3;4;3;3;2;1;1;1;6;6;1;1;1;1;1;5;1;1;1;2021-12-18;12:58:50;2021-12-18;13:01:58;1;5;1;1;1;2022-01-04;12:30:53;2022-01-04;12:33:32;1;5;1;1;1;2022-03-21;16:00:51;2022-03-21;16:04:56;188;159;245
856130;202112;202201;202202;42;2;2;1;1;0;0;0; ;2;1;1;1;3;4;4;6;7;4;4;4;4;4;7;8;8;7;7;4;8;6;4;4;6;6;4;4;4;5;4;7;8;8;6;7;5;8;6;1;1;1;2;2;1;1;1; ;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;6;5;4;5;4;6;4;3;4;4;3;3;2;1;5;4;-9;6;0;0;4;3;3;3;3;3;3;3;3;3;3;3;3;0;2; ; ; ;1;1; ;2; ; ;6;5;5;3;3;2;4;3;5;2;1;3;2;3;3;4;3;3;4;3;2;3;3;1;1;2;5;3;4;4;3;2;4;3;4;3;3;3;3;2;2;2;4;6;1;1;1;1;5;3;2;1;2;2021-12-25;21:42:10;2021-12-25;21:52:15;4;4;1;1;3;2022-01-03;12:54:55;2022-01-03;13:01:13;4;3;1;3;3;2022-02-28;13:21:51;2022-02-28;13:44:57;605;378;1386
856142;202112;202201;202203;43;1;3;1;0;0;0;0; ;2;2;2;2;2;6;6;7;7;6;6;5;6;6;6;7;7;7;6;6;6;6;6;6;7;7;6;6;6;6;5;6;7;7;7;6;6;7;7;2;1;1;2;1;2;1;9; ;60;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;6;8;6;5;6;6;6;8;5;-9;-9;5;-9;-9;-9;-9;6;5;7;6;5;5;6;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;6;5;4;2;2;1;3;2;5;1;1;4;2;4;4;4;4;4;4;2;3;4;4;3;1;4;5;2;5;5;3;3;4;3;4;4;4;2;1;1;1;1;4;4;3;1;1;1;2;4;4;4;4;2021-12-20;20:25:13;2021-12-20;20:29:54;1;5;4;3;3;2022-01-19;18:57:43;2022-01-19;19:00:37;1;5;5;5;5;2022-03-23;23:05:46;2022-03-23;23:12:25;281;174;399
856164;202112;202201;202202;69;1;2;1;1;0;0;0; ;2;3;2;2;2;7;1;5;7;1;7;-9;-9;3;7;8;10;-9;-9;-9;10;8;6;1;3;8;6;8;-9;-9;-9;8;7;10;-9;-9;-9;9;9;2;1;1;2;2;1;1;2; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;10;2;5;0;0;4;7;6;-9;-9;4;-9;7;6;-9;0;0;10;1;8;0;0;4;-9;5;-9;5;-9;-9;-9;-9;0;2; ; ; ;1;2; ;2; ; ;10;5;3;4;5;1;3;2;3;1;3;3;3;3;3;4;4;1;4;4;3;1;4;2;1;3;5;3;3;2;2;2;1;2;5;5;5;3;3;2;2;2;3;2;3;1;1;3;1;5;4;4;5;2021-12-19;16:33:20;2021-12-19;18:04:54;1;5;3;5;5;2022-01-16;13:44:08;2022-01-16;15:33:24;1;5;4;5;5;2022-02-26;11:26:08;2022-02-26;11:47:28;5494;6556;1280
856176;202112;202201;202202;104;2;3;1;0;1;0;0; ;2;3;2;3;2;7;7;8;8;6;6;4;5;5;7;8;8;8;8;7;9;6;7;5;7;7;6;6;5;6;5;8;8;9;8;8;7;8;6;1;1;1;2;1;1;1;1; ;95; ; ; ;75;0;0;20;0;0;0;0;0;5;0; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;8;3;0;6;0;0;1;0;0;6;3;1;2;0;1;1;0;8;3;0;6;0;0;2;0;0;6;3;4;3;1;2;4;0;2; ; ; ;1;1; ;2; ; ;7;4;3;4;3;1;4;2;5;2;2;3;1;3;3;3;4;2;4;3;4;4;4;3;2;4;4;4;4;4;3;2;3;3;2;4;3;2;2;2;1;1;2;2;2;1;2;1;4;4;4;3;3;2021-12-06;13:47:32;2021-12-06;13:53:13;2;5;3;4;4;2022-01-05;13:45:14;2022-01-05;13:53:35;4;4;4;4;4;2022-02-07;19:29:23;2022-02-07;19:38:28;341;501;545
856210;202112;202201;202202;81;1;1;1;1;1;0;0; ;1;3;2;4;1;2;2;6;6;2;2;2;6;7;5;6;6;7;5;1;7;7;2;2;6;7;2;2;2;7;7;6;6;6;6;4;1;6;6;1;1;1;2;1;2;1;6; ;100;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;1;0;1;0;0; ;0;2;5;4;8;3;3;3;5;4;4;4;4;6;6;6;3;1;2;4;5;8;5;4;3;6;4;5;5;5;7;9;6;3;1;6; ;2; ; ; ;2; ; ;4;5;5;3;5;2;1;4;2;4;4;2;2;3;4;4;4;2;4;2;3;4;2;3;2;2;4;4;4;4;3;3;4;3;2;4;4;2;3;2;2;1;5;5;3;1;3;1;2;4;4;4;4;2021-12-06;13:29:58;2021-12-06;13:34:35;2;4;4;4;4;2022-01-03;12:36:27;2022-01-03;12:41:22;2;4;4;4;4;2022-02-07;13:40:48;2022-02-07;13:48:59;277;295;491
856216;202112;202201;202203;42;2;2;0;1;0;0;0; ;1;2;1;1;3;4;4;7;8;1;1;1;1;3;7;9;9;9;7;6;8;7;4;4;6;5;4;4;4;4;7;8;9;9;9;8;4;8;8;1;1;1;2;2;1;1;9; ;25; ; ; ;0;0;10;0;10;0;0;0;80;0;0;0;0;0;0;0;0;0; ;0;0; ;0;0;0;0;0;0;0;0;1; ;6;6;4;5;7;7;6;4;8;5;-9;-9;4;0;9;7;-9;6;3;4;5;6;-9;4;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;2; ; ; ;2; ; ;2; ; ;7;5;-9;4;5;3;2;4;3;4;4;3;2;4;4;4;3;1;4;4;2;2;1;1;2;3;5;4;4;4;2;1;4;2;4;4;4;1;2;2;2;2;4;5;2;1;2;2;1;5;2;4;4;2021-12-28;23:19:26;2021-12-28;23:36:51;5;5;1;1;1;2022-01-25;18:30:45;2022-01-25;18:34:59;3;4;2;4;4;2022-03-29;00:34:49;2022-03-29;23:51:12;1045;254;83783
856225;202112;202201;202202;74;1;3;1;1;1;0;0; ;2;3;2;3;2;6;6;7;7;6;5;6;7;7;7;8;8;8;7;7;7;5;6;6;7;7;6;6;7;7;7;7;8;7;8;7;7;7;5;1;1;2;2;1;1;1;4; ;100;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0; ;5;7;0;3;3;5;5;0;3;2;6;0;2;1;1;1;1;5;7;0;3;3;5;5;0;3;2;7;0;2;0;5;0;2;2; ; ; ;1;4; ;2; ; ;4;5;4;4;2;4;1;3;5;1;1;4;1;4;4;4;4;3;3;2;2;2;2;2;2;4;4;4;4;4;2;1;2;1;1;2;3;2;1;1;1;1;2;2;1;1;1;1;1;5;3;4;4;2021-12-10;16:06:55;2021-12-10;16:10:52;1;5;4;5;5;2022-01-04;15:42:41;2022-01-04;15:47:52;1;5;4;5;5;2022-02-26;15:28:51;2022-02-26;15:34:55;237;311;364
856231;202112;202201;202202;58;2;1;1;0;0;0;1;via alternatieve kanalen;2;1;1;1;2;0;0;1;2;0;0;0;0;0;3;4;5;5;0;0;5;5;0;0;1;2;0;0;0;0;0;2;2;3;3;0;0;3;3;1;1;1;2;1;2;1;15;lijst 30;90; ; ; ;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;80;0;0;lijst 30;0;0;0;0;0;0;0;0;1; ;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;1;0;0;0;0;2;6;6;7;5;-9;0;-9;-9;0;0;-9;-9;1;2; ; ; ;1;14;lijst 30;2; ; ;-9;5;4;3;5;2;4;1;4;4;3;1;1;5;5;5;4;3;5;3;3;4;4;2;1;3;3;5;4;4;1;1;1;1;1;1;2;1;3;2;2;1;6;6;2;1;1;1;1;5;1;2;3;2021-12-25;22:32:21;2021-12-25;22:36:37;1;5;1;2;3;2022-01-16;02:09:24;2022-01-16;02:18:11;1;5;1;2;3;2022-02-22;14:15:17;2022-02-22;14:21:19;256;527;362
856237;202112;202201;202202;75;1;2;1;0;1;0;0; ;2;2;1;2;2;4;6;9;10;7;8;8;8;6;9;9;10;9;8;8;8;8;6;7;10;10;8;8;8;8;6;10;9;10;8;7;8;8;8;2;2;2;2;1;2;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;3;0;2;6;10;8;0;5;6;2;0;5;3;4;4;0;0;3;0;0;6;10;8;0;5;6;-9;0;6;4;-9;-9;0;1;7; ;2; ; ; ;1;7; ;2;5;5;3;1;1;4;3;5;2;2;2;1;4;3;5;3;3;5;2;2;3;3;2;3;4;4;3;3;4;3;2;2;2;2;2;2;2;1;1;1;1;3;2;3;1;1;1;1;5;3;5;5;2021-12-06;12:39:53;2021-12-06;12:45:59;1;5;4;5;5;2022-01-04;12:41:17;2022-01-04;12:48:55;1;5;4;5;5;2022-02-16;11:20:22;2022-02-16;11:31:37;366;458;675
