nomem_encr;cv23o_m1;cv23o_m2;cv23o_m3;cv23o160;cv23o242;cv23o001;cv23o002;cv23o003;cv23o335;cv23o166;cv23o336;cv23o006;cv23o167;cv23o168;cv23o008;cv23o009;cv23o010;cv23o011;cv23o012;cv23o013;cv23o014;cv23o015;cv23o016;cv23o017;cv23o018;cv23o019;cv23o020;cv23o021;cv23o022;cv23o023;cv23o024;cv23o025;cv23o026;cv23o027;cv23o028;cv23o029;cv23o030;cv23o031;cv23o032;cv23o033;cv23o034;cv23o035;cv23o036;cv23o037;cv23o038;cv23o039;cv23o040;cv23o041;cv23o042;cv23o043;cv23o044;cv23o045;cv23o046;cv23o047;cv23o048;cv23o049;cv23o050;cv23o051;cv23o052;cv23o053;cv23o307;cv23o208;cv23o243;cv23o308;cv23o210;cv23o245;cv23o246;cv23o251;cv23o248;cv23o250;cv23o249;cv23o247;cv23o253;cv23o304;cv23o255;cv23o252;cv23o321;cv23o322;cv23o254;cv23o257;cv23o256;cv23o323;cv23o324;cv23o260;cv23o259;cv23o261;cv23o262;cv23o263;cv23o065;cv23o066;cv23o067;cv23o068;cv23o069;cv23o070;cv23o071;cv23o072;cv23o073;cv23o075;cv23o211;cv23o216;cv23o213;cv23o215;cv23o214;cv23o212;cv23o218;cv23o305;cv23o220;cv23o217;cv23o325;cv23o326;cv23o219;cv23o264;cv23o221;cv23o327;cv23o328;cv23o222;cv23o318;cv23o224;cv23o317;cv23o225;cv23o337;cv23o240;cv23o306;cv23o315;cv23o338;cv23o331;cv23o332;cv23o230;cv23o320;cv23o330;cv23o333;cv23o334;cv23o199;cv23o309;cv23o234;cv23o205;cv23o200;cv23o310;cv23o236;cv23o098;cv23o311;cv23o238;cv23o101;cv23o102;cv23o103;cv23o104;cv23o105;cv23o106;cv23o107;cv23o108;cv23o109;cv23o110;cv23o111;cv23o112;cv23o113;cv23o114;cv23o115;cv23o116;cv23o117;cv23o118;cv23o119;cv23o120;cv23o121;cv23o122;cv23o123;cv23o124;cv23o125;cv23o126;cv23o127;cv23o128;cv23o129;cv23o130;cv23o131;cv23o132;cv23o133;cv23o134;cv23o139;cv23o140;cv23o141;cv23o142;cv23o143;cv23o144;cv23o145;cv23o146;cv23o147;cv23o148;cv23o151;cv23o152;cv23o153;cv23o154;cv23o274;cv23o275;cv23o276;cv23o277;cv23o278;cv23o289;cv23o290;cv23o291;cv23o292;cv23o279;cv23o280;cv23o281;cv23o282;cv23o283;cv23o293;cv23o294;cv23o295;cv23o296;cv23o284;cv23o285;cv23o286;cv23o287;cv23o288;cv23o297;cv23o298;cv23o299;cv23o300;cv23o301;cv23o302;cv23o303
865866;202212;202301;202302;88;2;3;1;0;0;1;0;0;0; ;1;3;1;4;2;5;4;7;8;2;2;2;5;5;8;7;9;9;6;8;8;7;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;1;2;1;2;1;1; ;100; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;7;3;0;6;1;2;1;0;1;6;1;1;3;0;1;6;0;8;2;4;4;3;1;1;0;2;5;1;2;4;0;1;2;0;2; ; ; ;1;1; ;2; ; ;7;5;4;4;3;1;3;4;4;2;2;3;3;2;3;2;4;1;3;4;3;3;4;4;3;3;4;3;4;3;5;3;3;3;4;4;4;3;2;2;2;1;1;2;4;4;3;3;1;5;3;3;3;29-12-2022;10:21:54;29-12-2022;10:26:42;1;5;3;3;3;03-01-2023;16:04:22;03-01-2023;16:09:34;1;5;3;3;3;07-02-2023;11:46:57;07-02-2023;11:54:19;288;312;442
865876;202212;202301;202302;56;2;2;1;1;0;0;0;0;0; ;2;1;1;1;2;3;4;6;6;3;3;2;3;2;6;6;6;6;5;7;6;5;3;4;6;6;3;3;2;4;2;6;6;6;6;5;7;5;4;1;1;1;2;1;1;1;18; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;100; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;4;3;2;5;2;2;2;1;1;3;4;4;3;1;4;8;1;4;3;2;5;2;2;2;1;-9;4;-9;4;-9;-9;-9;8;1;2; ; ; ;1;17; ;2; ; ;6;4;5;3;3;1;4;3;4;3;2;4;2;3;3;4;4;2;2;3;3;4;3;3;2;3;4;3;2;3;3;4;3;2;2;3;4;2;1;1;1;1;3;2;4;2;2;2;4;2;3;3;3;20-12-2022;20:28:37;20-12-2022;20:32:23;2;4;2;3;3;28-01-2023;13:43:52;28-01-2023;13:48:52;4;3;4;4;3;06-02-2023;20:34:00;06-02-2023;20:42:01;226;300;481
865890;202212;202301;202302;59;1;1;1;1;0;0;0;0;0; ;1;1;1;1;2;0;2;5;5;3;0;0;7;6;7;7;9;8;7;1;8;7;0;0;0;7;4;1;0;7;4;8;7;9;8;5;3;6;6;1;1;1;2;1;2;1;6; ;100;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0; ;0;0;7;2;10;8;2;0;5;0;8;8;0;5;7;10;0;1;0;7;6;10;6;3;1;5;2;5;8;4;5;5;10;0;2; ; ; ;1;17; ;2; ; ;4;5;5;4;5;4;2;3;5;1;1;1;1;3;3;4;2;1;3;4;2;1;4;1;1;5;5;5;5;5;1;1;1;1;4;3;5;1;1;1;1;1;5;1;1;1;3;1;1;5;3;3;3;06-12-2022;19:50:49;06-12-2022;19:54:04;1;5;3;3;3;10-01-2023;17:38:16;10-01-2023;17:42:36;1;5;3;3;3;13-02-2023;19:52:37;13-02-2023;19:57:52;195;260;315
865896;202212;202301;202302;57;2;1;1;1;1;0;0;0;0; ;1;4;1;4;1;2;5;6;7;5;5;4;5;9;7;8;9;9;6;8;8;8;2;5;6;7;5;5;3;4;9;7;8;9;9;6;7;8;8;1;1;1;2;1;2;1;1; ;100; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;1;0;0; ;3;2;9;3;6;5;5;0;6;3;7;7;0;0;5;8;0;3;1;9;3;6;6;5;0;5;5;6;6;0;0;6;8;0;2; ; ; ;1;2; ;2; ; ;8;5;5;5;5;3;1;4;2;4;4;2;1;4;4;1;2;1;4;5;3;4;1;4;1;2;5;4;5;5;5;4;4;5;4;4;2;2;3;3;2;1;5;5;4;5;2;2;5;5;5;5;5;05-12-2022;12:13:49;05-12-2022;12:17:11;5;5;5;5;5;02-01-2023;12:45:13;02-01-2023;12:48:33;5;5;5;5;5;06-02-2023;12:34:54;06-02-2023;12:38:44;202;200;230
865902;202212;202301;202302;35;1;3;0;1;0;0;0;0;0; ;2;2;2;2;2;7;7;8;9;6;6;7;8;3;9;7;9;9;7;7;7;7;6;6;5;8;4;5;7;8;4;8;8;9;8;6;6;7;7;1;1;1;2;2;1;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;4;5;5;5;2;3;1;4;4;1;1;1;1;3;3;2;3;1;4;5;2;4;5;1;1;3;5;5;4;5;1;1;1;1;3;4;2;1;1;1;1;1;6;6;3;5;1;1;5;4;3;1;2;24-12-2022;16:17:21;24-12-2022;16:30:32;5;5;2;1;1;14-01-2023;16:25:33;14-01-2023;16:30:32;2;2;4;3;3;08-02-2023;11:19:06;08-02-2023;11:24:38;791;299;332
865924;202301;202301;202302;28;1;4;0;1;1;0;0;0;0; ;2;2;2;2;2;7;7;3;7;6;6;5;5;3;-9;7;7;9;8;0;6;6;7;7;3;6;6;6;3;4;3;-9;8;7;9;8;7;6;6;2;2;2;1;1;2;1;1; ;90;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;9;5;8;5;3;3;1;4;7;4;-9;-9;3;0;-9;-9;0;10;3;9;6;8;-9;1;0;-9;-9;-9;-9;-9;0;-9;-9;0;2; ; ; ;1;1; ;2; ; ;9;3;2;4;-9;1;4;3;5;2;1;4;1;1;1;2;1;1;3;5;3;2;5;3;1;4;5;4;4;4;4;4;4;4;4;4;3;3;1;1;1;1;6;6;1;1;1;3;3;3;3;3;3;17-01-2023;01:31:29;17-01-2023;01:33:42;3;3;3;3;3;17-01-2023;01:27:54;17-01-2023;01:30:08;3;3;3;3;3;07-02-2023;10:11:24;07-02-2023;10:30:13;133;134;1129
865954;202212;202301;202302;82;2;4;1;1;0;0;0;0;0; ;2;2;3;3;2;7;8;8;4;7;6;7;8;6;6;8;8;8;7;7;6;6;7;7;9;3;6;6;7;9;6;-9;8;8;8;7;8;6;6;2;2;2;1;1;1;1;4; ;100; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;2;8;0;5;4;4;6;0;2;5;5;4;5;2;2;0;1;7;8;1;5;3;4;5;0;2;6;5;1;5;0;1;0;1;1;4; ;2; ; ; ;2; ; ;4;5;5;3;2;4;3;1;4;4;2;3;2;3;3;4;4;2;4;2;4;5;4;3;3;2;4;4;4;4;2;2;3;2;4;4;2;2;2;2;1;1;2;2;2;1;2;2;4;4;4;4;4;13-12-2022;10:12:46;13-12-2022;10:18:29;2;5;4;4;4;06-01-2023;13:17:40;06-01-2023;13:24:02;2;4;2;3;4;07-02-2023;15:05:46;07-02-2023;15:13:22;343;382;456
865955;202212;202301;202302;65;1;3;1;0;0;1;0;0;0; ;1;3;1;3;2;5;4;5;6;3;4;2;5;5;6;7;7;7;6;6;7;7;5;5;5;6;4;4;2;5;5;6;7;7;7;5;5;6;6;1;1;1;2;2;1;1;1; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;7;3;5;5;5;6;3;2;3;3;3;2;2;5;6;2;5;5;3;5;6;5;5;2;5;5;5;5;5;3;4;6;2;2; ; ; ;1;1; ;2; ; ;6;5;3;4;4;2;1;4;4;2;2;4;2;4;2;4;3;2;3;3;3;2;4;3;2;3;5;4;4;4;4;3;4;3;3;4;3;3;1;1;1;1;2;2;3;2;2;2;3;3;2;3;3;19-12-2022;17:39:59;19-12-2022;17:45:32;2;4;2;2;3;23-01-2023;20:42:58;23-01-2023;20:52:17;2;4;1;3;3;20-02-2023;16:42:08;20-02-2023;16:52:34;333;559;626
865963;202212;202301;202302;48;2;3;1;0;0;0;0;0;0; ;2;2;2;2;2;5;5;5;6;5;4;-9;-9;5;5;5;5;5;4;4;6;6;5;5;-9;6;-9;4;-9;-9;5;5;5;5;-9;5;-9;6;6;1;1;1;2;1;1;1;12; ;100; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;4;4;2;3;-9;5;-9;2;-9;-9;-9;-9;-9;8;4;-9;-9;3;3;0;-9;-9;-9;4;-9;-9;3;-9;-9;-9;7;-9;-9;-9;1;12; ;3; ; ; ;2; ; ;-9;1;1;1;5;1;3;2;4;5;3;3;3;3;3;5;4;3;5;4;3;4;1;3;4;3;3;3;4;1;3;3;4;3;5;5;5;5;3;3;2;1;5;6;3;1;2;1;4;4;5;2;2;21-12-2022;00:08:50;21-12-2022;00:11:08;5;3;5;1;2;27-01-2023;01:41:34;27-01-2023;01:45:11;1;5;5;5;5;20-02-2023;20:32:45;20-02-2023;20:38:33;138;217;348
865982;202301;202301;202302;73;1;2;1;1;0;1;0;0;0; ;1;3;1;2;1;3;4;6;5;3;3;8;7;5;6;7;6;8;5;6;8;8;3;3;6;5;3;3;6;6;5;3;7;6;8;6;7;8;8;2;2;2;2;1;2;1;4; ;100;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;1;8;0;1;1;6;7;0;7;7;7;-9;0;-9;0;0;-9;1;9;0;1;5;7;7;0;5;7;7;2;1;-9;-9;1;2;2; ; ; ;1;4; ;2; ; ;4;5;5;3;2;4;2;3;5;3;2;5;1;5;5;5;3;3;5;1;3;4;4;1;2;3;5;5;3;3;3;3;4;4;4;4;4;2;2;2;1;1;3;6;2;1;1;1;5;5;5;5;3;23-01-2023;17:02:04;23-01-2023;17:12:15;3;5;5;5;4;23-01-2023;16:38:00;23-01-2023;16:50:22;3;5;5;4;4;25-02-2023;16:38:56;25-02-2023;16:51:45;611;742;769
865997;202212;202302;202302;62;1;3;1;0;1;0;0;0;0; ;1;2;1;2;1;7;7;8;6;6;5;6;6;6;7;7;8;8;7;6;7;6;7;7;8;7;6;6;7;7;6;7;7;8;8;7;6;7;6;2;2;2;2;2;2;1;19; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0; ;6;7;3;6;6;6;6;3;7;6;5;5;5;6;5;5;7;6;6;3;5;5;6;6;3;6;-9;5;6;5;6;-9;6;7;2; ; ; ;1;4; ;2; ; ;7;4;4;3;3;1;4;2;5;3;2;3;2;3;3;5;2;3;3;2;2;4;2;3;1;5;4;4;4;4;3;2;4;3;3;5;3;3;2;2;2;1;5;5;4;1;3;1;2;5;4;4;4;31-12-2022;21:18:05;31-12-2022;21:25:25;2;5;5;5;5;09-02-2023;20:04:59;09-02-2023;20:54:25;1;5;4;5;5;09-02-2023;19:05:16;09-02-2023;19:23:17;440;2966;1081
866016;202301;202301;202302;52;2;2;1;1;0;0;1;0;0; ;2;2;2;2;2;7;5;7;8;4;3;3;6;7;8;8;6;7;4;7;6;3;4;2;7;7;2;2;2;6;7;8;7;5;8;4;6;7;2;2;2;2;2;1;1;1;4; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;7;7;2;6;2;3;4;0;2;2;6;4;0;4;4;7;-9;8;5;4;6;3;-9;3;0;-9;6;6;5;1;6;-9;8;2;2; ; ; ;2; ; ;2; ; ;6;5;3;4;2;4;1;3;5;1;1;5;1;3;3;3;2;2;4;3;2;3;3;2;1;5;5;4;5;5;1;1;2;1;4;4;3;3;1;1;1;1;4;3;1;1;1;1;3;3;3;3;3;02-01-2023;16:11:13;02-01-2023;16:13:56;3;3;3;3;3;02-01-2023;16:00:42;02-01-2023;16:06:46;1;5;2;3;3;23-02-2023;17:56:44;23-02-2023;18:01:59;163;364;315
866021;202212;-9;-9;-9;-9;3;1;1;1;1;1;0;0; ;1;2;2;2;3;8;8;9;0;0;0;0;3;3;5;3;4;6;9;5;6;6;6;9;8;7;8;7;2;8;9;6;2;4;8;6;6;6;2;2;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;3;3;20-12-2022;19:04:31;20-12-2022;19:06:27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;116; ; 
866027;202212;202301;202302;60;2;2;1;1;0;1;0;0;0; ;1;4;1;4;1;6;6;7;3;5;5;3;3;5;4;2;8;8;8;8;8;8;6;6;7;3;5;5;4;4;5;4;1;8;8;7;7;8;8;1;1;1;2;1;2;1;6; ;100; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;2;0;7;6;9;4;0;0;5;4;5;2;3;0;4;7;0;6;1;8;6;10;1;1;0;4;5;6;3;4;4;4;7;0;1;6; ;2; ; ; ;2; ; ;3;4;4;3;5;4;3;1;5;1;1;5;1;4;3;2;4;2;4;5;2;3;5;1;1;2;5;5;5;5;3;4;1;1;1;5;2;2;2;2;2;2;5;2;4;3;1;1;1;3;1;1;2;12-12-2022;19:03:35;12-12-2022;19:07:32;1;5;1;5;5;05-01-2023;17:19:29;05-01-2023;17:23:52;1;5;1;2;2;21-02-2023;16:50:11;21-02-2023;17:00:24;237;263;613
866040;-9;202302;202302;57;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7; ;100; ; ; ;10;10;0;0;0;70;10;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;-9;-9;-9;-9;-9;-9;-9;-9;-9; ;5;6;0;6;5;9;8;0;4;5;0;0;5;1;2;1;0;2;3;0;3;3;9;8;0;2;3;0;0;4;0;0;0;0;2; ; ; ;1;7; ;2; ; ;2;5;5;2;1;3;1;4;5;1;5;5;1;5;5;5;2;3;5;1;2;4;1;1;1;5;5;5;5;5;4;4;5;5;4;4;4;4;1;1;1;1;5;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1;1;1;4;3;25-02-2023;09:47:34;25-02-2023;09:58:01;1;5;1;3;3;25-02-2023;10:12:01;25-02-2023;10:21:01; ;627;540
866052;202212;202301;202302;70;1;4;1;1;1;1;0;0;0; ;1;4;1;4;1;6;5;5;7;4;5;6;7;5;7;3;5;9;8;8;7;6;8;5;6;7;5;5;6;7;5;7;3;8;9;8;7;6;6;2;1;2;1;1;2;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;9;4;6;6;1;1;1;0;0;5;1;1;3;0;3;6;0;9;1;6;6;2;4;1;0;1;6;1;4;3;0;1;6;0;1;1; ;1; ; ; ;2; ; ;7;4;-9;4;1;1;2;3;1;5;5;4;2;3;4;2;5;1;4;5;2;4;5;1;2;3;5;3;2;2;4;4;5;3;5;5;4;4;3;3;2;1;2;1;3;1;2;1;1;5;5;5;5;21-12-2022;13:04:48;21-12-2022;13:09:36;1;5;5;5;5;30-01-2023;11:43:19;30-01-2023;11:48:16;1;5;5;5;5;27-02-2023;11:01:17;27-02-2023;11:08:46;288;297;449
866061;202212;202301;202302;83;2;3;1;0;0;1;0;0;0; ;2;3;2;3;2;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;6;7;7;8;7;7;7;7;6;1;1;1;2;2;1;1;4; ;100; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;6;7;2;7;6;6;6;0;1;6;1;1;5;1;4;3;1;4;4;0;4;5;4;5;0;2;5;-9;4;5;1;-9;4;2;2; ; ; ;2; ; ;2; ; ;5;5;5;4;4;3;1;4;4;1;1;2;2;4;4;3;3;3;4;3;2;4;2;3;2;4;4;4;4;4;3;2;2;2;3;4;4;3;1;1;1;1;3;3;2;1;2;1;4;4;4;4;4;29-12-2022;15:49:15;29-12-2022;15:54:43;4;4;4;4;4;26-01-2023;13:46:46;26-01-2023;13:57:29;2;4;4;4;4;21-02-2023;13:02:02;21-02-2023;13:13:26;328;643;684
866067;202212;202301;202302;76;1;1;1;1;0;1;0;0;0; ;1;4;1;4;1;0;3;7;7;8;1;0;2;6;-9;4;5;8;5;2;5;2;0;2;7;8;2;1;0;2;5;-9;5;7;8;5;2;5;3;1;1;1;1;1;2;1;2; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;2;0;7;3;3;4;0;0;0;6;0;3;4;0;3;6;0;1;0;7;3;6;3;0;0;0;6;0;4;6;0;0;5;0;2; ; ; ;1;2; ;2; ; ;7;3;4;5;5;4;3;1;4;4;4;3;4;4;4;3;4;2;4;5;2;2;4;3;3;2;4;4;4;3;4;4;4;4;4;4;4;3;3;3;3;2;4;4;5;5;1;3;1;5;4;4;3;18-12-2022;12:20:18;18-12-2022;12:26:43;1;5;3;3;3;14-01-2023;22:41:35;14-01-2023;22:48:12;1;5;3;3;3;06-02-2023;14:26:08;06-02-2023;14:35:51;385;397;583
866074;202212;202301;202302;54;2;2;1;1;0;0;0;0;0; ;2;1;3;1;3;1;1;7;7;1;1;3;7;5;5;6;7;8;5;8;8;5;1;1;7;7;1;1;-9;7;5;-9;5;5;-9;-9;8;8;6;1;1;1;2;2;1;1;16; ;80; ; ; ;0;5;0;0;10;10;15;0;10;0;35;0;0;0;10;5;0;0;0;0;0; ;1;0;0;0;0;0;0;0;0; ;2;6;2;4;9;6;8;0;9;5;8;-9;-9;-9;7;6;-9;8;6;1;7;9;5;9;0;-9;6;9;-9;6;3;-9;8;2;2; ; ; ;1;6; ;2; ; ;4;5;5;3;3;1;3;4;4;2;2;3;1;5;5;4;4;2;4;4;4;4;3;2;2;4;5;3;4;4;2;2;4;2;4;4;2;1;1;1;1;1;3;6;2;1;1;1;4;5;4;3;4;06-12-2022;20:16:02;06-12-2022;20:26:52;4;5;4;3;4;06-01-2023;10:23:06;06-01-2023;10:32:10;3;5;5;5;4;06-02-2023;18:57:19;06-02-2023;19:10:26;650;544;787
866088;202212;202301;202302;59;1;3;1;0;1;0;0;0;0; ;2;2;2;1;3;7;7;8;8;6;6;5;5;4;7;8;8;8;6;6;6;3;6;6;7;7;5;5;4;4;3;7;8;8;8;6;6;7;3;1;1;1;2;2;1;1;-9; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;6;2;6;3;4;6;1;5;6;2;1;5;2;4;4;1;5;5;1;5;4;2;3;1;3;4;2;2;2;1;1;6;0;2; ; ; ;1;14;meerdere partijen;2; ; ;3;5;4;4;3;1;3;4;5;3;3;4;2;3;3;3;3;2;3;3;3;3;4;3;3;4;4;3;4;4;3;2;3;4;3;4;3;3;2;2;2;2;4;4;3;1;3;3;1;5;1;3;5;21-12-2022;11:55:07;21-12-2022;11:58:04;2;5;2;4;4;30-01-2023;11:18:17;30-01-2023;11:22:37;2;5;3;3;4;21-02-2023;10:05:25;21-02-2023;10:10:34;177;260;309
866101;202212;202301;202302;67;1;3;1;1;0;1;0;0;0; ;1;2;1;2;1;6;6;7;7;5;6;6;7;5;6;7;7;8;7;8;6;5;6;6;7;7;6;6;7;7;6;6;7;8;8;7;7;7;6;2;2;2;1;1;2;1;1; ;95;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ;6;5;2;6;4;6;5;0;5;6;6;4;5;3;6;6;0;7;5;1;5;5;6;5;0;3;5;6;3;7;2;6;6;0;2; ; ; ;1;1; ;2; ; ;6;5;3;4;3;1;4;2;4;4;2;4;2;3;4;2;2;2;3;4;2;3;4;2;2;2;4;4;5;4;4;3;4;3;4;4;3;3;3;2;2;1;3;3;2;1;1;1;3;4;4;4;3;16-12-2022;14:47:44;24-12-2022;14:20:01;3;4;4;4;4;03-01-2023;08:33:42;03-01-2023;08:39:46;3;4;4;4;3;19-02-2023;23:10:55;20-02-2023;12:21:05;689537;364;47410
866113;202212;202301;202302;68;2;3;1;0;0;1;0;0;0; ;2;4;1;4;1;6;7;7;7;5;5;6;7;6;7;7;7;7;6;7;7;6;6;6;6;7;5;5;6;6;5;7;6;7;7;5;6;6;4;1;1;1;1;2;2;1;7; ;100; ; ; ;7;17;0;5;17;17;12;0;2;2;15;2;0;0;2;2;0; ; ;0;0; ;0;0;0;1;0;0;0;0;0; ;4;5;0;4;5;5;5;0;4;4;5;3;1;1;3;3;0;5;5;0;5;5;5;4;0;3;5;5;4;4;1;5;3;0;2; ; ; ;2; ; ;2; ; ;5;4;4;4;3;1;3;4;5;2;2;3;2;3;4;4;4;2;4;4;3;4;4;3;2;3;4;4;4;4;3;3;3;2;4;3;4;3;2;2;2;2;4;3;3;5;1;2;4;4;3;3;4;19-12-2022;13:59:30;19-12-2022;14:04:12;4;4;3;3;4;13-01-2023;21:44:50;13-01-2023;21:52:46;2;4;4;4;4;10-02-2023;16:44:43;10-02-2023;16:51:43;282;476;420
866128;202212;202301;202302;76;2;3;1;1;0;1;1;0;0; ;2;3;2;3;1;6;5;7;6;6;5;5;5;7;5;7;8;6;5;7;7;7;6;5;7;5;4;4;5;4;7;5;7;8;6;5;6;7;6;2;2;1;2;1;2;1;3; ;100; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;6;6;2;8;4;6;7;2;5;7;6;-9;6;5;5;6;2;7;7;2;7;5;5;7;2;6;7;-9;6;7;5;5;7;2;2; ; ; ;1;3; ;2; ; ;5;4;4;3;4;3;1;4;4;2;2;4;2;3;4;4;3;2;3;3;2;4;3;2;2;2;4;4;3;2;4;2;4;3;4;3;3;2;3;2;2;1;2;2;4;3;4;2;2;4;3;4;4;19-12-2022;11:26:29;19-12-2022;11:33:18;2;4;3;4;4;10-01-2023;11:08:17;10-01-2023;11:14:10;2;4;5;4;4;08-02-2023;17:04:49;08-02-2023;17:10:10;409;353;321
866136;202212;202301;202302;66;2;3;1;0;0;1;0;0;0; ;1;3;1;3;2;4;4;7;7;3;4;6;7;5;7;8;7;7;6;8;7;7;4;4;7;7;3;6;6;7;7;5;8;7;8;6;7;6;6;2;1;1;2;1;1;1;3; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;1;4;0;4;6;5;6;0;6;6;3;-9;2;-9;-9;4;-9;1;3;0;-9;6;6;6;0;6;6;-9;-9;3;4;-9;5;3;2; ; ; ;2; ; ;2; ; ;3;4;4;3;3;4;1;3;5;1;1;4;1;4;4;4;3;3;4;2;3;4;2;3;2;4;5;3;4;4;3;2;3;2;3;4;4;2;1;1;1;1;6;6;2;1;1;1;4;3;4;4;3;05-12-2022;12:55:42;05-12-2022;13:06:28;3;5;3;3;3;03-01-2023;13:16:13;03-01-2023;13:22:27;4;4;4;4;3;09-02-2023;16:21:41;09-02-2023;16:31:15;646;374;574
866137;202212;202301;202302;44;2;3;1;1;0;0;0;0;0; ;1;1;1;1;1;6;7;7;7;1;1;3;1;1;8;9;9;9;8;5;5;5;5;5;5;7;1;1;1;0;3;8;8;8;9;8;6;7;7;2;1;2;1;1;2;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;8;6;0;0;0;1;0;0;7;1;0;8;0;0;2;7;0;2;2;4;2;6;6;6;0;2;6;2;6;2;2;0;8;0;2; ; ; ;1;16; ;2; ; ;10;5;1;1;5;1;4;2;5;2;4;3;3;5;5;5;3;1;5;4;2;5;5;1;2;1;5;5;5;5;5;5;5;5;3;5;5;4;3;3;2;2;5;5;3;1;2;1;1;5;5;5;5;26-12-2022;22:22:59;26-12-2022;22:35:07;1;5;5;5;5;28-01-2023;18:11:31;28-01-2023;18:15:42;1;5;3;5;5;26-02-2023;16:40:10;27-02-2023;17:23:25;728;251;88995
